$\eta$&RBH $r$&RBH $t$&Shenm. $r$&Shenm. $t$&Shrink $r$&Shrink $t$&APH $r$&APH $t$
0.5&7.1&316.75&6.17&530.9&5.55&1.98&5.41&0.15
0.6&6.88&589.73&6.36&535.7&5.74&1.97&5.59&0.15
0.7&6.65&253.06&6.58&541.77&5.93&1.98&5.78&0.15
0.8&6.52&353.67&6.84&545.55&6.16&1.99&6.01&0.15
0.9&6.74&361.1&7.2&549.43&6.5&1.99&6.34&0.15
