$d$&RBH $r$&RBH $t$&Shenm. $r$&Shenm. $t$&Shrink $r$&Shrink $t$&APH $r$&APH $t$
10&4.58&26.2&4.11&544.15&4.12&0.99&3.99&0.09
20&5.79&139.09&5.81&553.07&5.48&1.52&5.33&0.12
30&6.74&479.08&7.2&553.84&6.5&1.91&6.34&0.15
40&7.56&487.73&8.3&558.3&7.39&2.89&7.2&0.17
50&8.21&555.81&9.41&573.78&8.09&3.1&7.95&0.21
60&8.87&1086.75&10.27&573.47&8.81&4.79&8.62&0.24
70&9.46&1419.23&11.22&583.22&9.44&6.45&9.26&0.28
80&10.04&1122.77&11.99&580.02&10.04&7.95&9.83&0.3
90&10.51&1783.04&12.78&591.72&10.53&15.29&10.37&0.33
100&11.08&3902.45&13.42&592.52&11.07&28.02&10.88&0.36
