client_id,round_number,hierarchy,num_samples,bytes_written,bytes_read,local_computations
11,2,,69,69706,69706,0
6,2,,69,69706,69706,0
13,2,,69,69706,69706,0
33,2,,69,69706,69706,0
24,2,,69,69706,69706,0
7,2,,69,69706,69706,0
20,2,,69,69706,69706,0
23,2,,69,69706,69706,0
31,2,,69,69706,69706,0
1,2,,69,69706,69706,0
4,2,,69,69706,69706,0
22,2,,69,69706,69706,0
32,2,,69,69706,69706,0
18,2,,69,69706,69706,0
12,2,,68,69706,69706,0
9,2,,69,69706,69706,0
8,2,,69,69706,69706,0
3,2,,69,69706,69706,0
25,2,,69,69706,69706,0
28,2,,69,69706,69706,0
0,2,,69,69706,69706,0
27,2,,69,69706,69706,0
29,2,,69,69706,69706,0
10,2,,69,69706,69706,0
14,2,,69,69706,69706,0
21,2,,69,69706,69706,0
5,2,,69,69706,69706,0
15,2,,69,69706,69706,0
34,2,,69,69706,69706,0
16,2,,69,69706,69706,0
19,2,,69,69706,69706,0
30,2,,69,69706,69706,0
26,2,,69,69706,69706,0
2,2,,69,69706,69706,0
17,2,,69,69706,69706,0
11,2,,69,69706,69706,0
6,2,,69,69706,69706,0
13,2,,69,69706,69706,0
33,2,,69,69706,69706,0
24,2,,69,69706,69706,0
7,2,,69,69706,69706,0
20,2,,69,69706,69706,0
23,2,,69,69706,69706,0
31,2,,69,69706,69706,0
1,2,,69,69706,69706,0
4,2,,69,69706,69706,0
22,2,,69,69706,69706,0
32,2,,69,69706,69706,0
18,2,,69,69706,69706,0
12,2,,68,69706,69706,0
9,2,,69,69706,69706,0
8,2,,69,69706,69706,0
3,2,,69,69706,69706,0
25,2,,69,69706,69706,0
28,2,,69,69706,69706,0
0,2,,69,69706,69706,0
27,2,,69,69706,69706,0
29,2,,69,69706,69706,0
10,2,,69,69706,69706,0
14,2,,69,69706,69706,0
21,2,,69,69706,69706,0
5,2,,69,69706,69706,0
15,2,,69,69706,69706,0
34,2,,69,69706,69706,0
16,2,,69,69706,69706,0
19,2,,69,69706,69706,0
30,2,,69,69706,69706,0
26,2,,69,69706,69706,0
2,2,,69,69706,69706,0
17,2,,69,69706,69706,0
11,2,,69,69706,69706,0
6,2,,69,69706,69706,0
13,2,,69,69706,69706,0
33,2,,69,69706,69706,0
24,2,,69,69706,69706,0
7,2,,69,69706,69706,0
20,2,,69,69706,69706,0
23,2,,69,69706,69706,0
31,2,,69,69706,69706,0
1,2,,69,69706,69706,0
4,2,,69,69706,69706,0
22,2,,69,69706,69706,0
32,2,,69,69706,69706,0
18,2,,69,69706,69706,0
12,2,,68,69706,69706,0
9,2,,69,69706,69706,0
8,2,,69,69706,69706,0
3,2,,69,69706,69706,0
25,2,,69,69706,69706,0
28,2,,69,69706,69706,0
0,2,,69,69706,69706,0
27,2,,69,69706,69706,0
29,2,,69,69706,69706,0
10,2,,69,69706,69706,0
14,2,,69,69706,69706,0
21,2,,69,69706,69706,0
5,2,,69,69706,69706,0
15,2,,69,69706,69706,0
34,2,,69,69706,69706,0
16,2,,69,69706,69706,0
19,2,,69,69706,69706,0
30,2,,69,69706,69706,0
26,2,,69,69706,69706,0
2,2,,69,69706,69706,0
17,2,,69,69706,69706,0
11,2,,69,69706,69706,0
6,2,,69,69706,69706,0
13,2,,69,69706,69706,0
33,2,,69,69706,69706,0
24,2,,69,69706,69706,0
7,2,,69,69706,69706,0
20,2,,69,69706,69706,0
23,2,,69,69706,69706,0
31,2,,69,69706,69706,0
1,2,,69,69706,69706,0
4,2,,69,69706,69706,0
22,2,,69,69706,69706,0
29,3,,69,69706,69706,0
8,3,,69,69706,69706,0
6,3,,69,69706,69706,0
22,3,,69,69706,69706,0
1,3,,69,69706,69706,0
30,3,,69,69706,69706,0
12,3,,68,69706,69706,0
25,3,,69,69706,69706,0
19,3,,69,69706,69706,0
28,3,,69,69706,69706,0
23,3,,69,69706,69706,0
5,3,,69,69706,69706,0
14,3,,69,69706,69706,0
16,3,,69,69706,69706,0
17,3,,69,69706,69706,0
7,3,,69,69706,69706,0
15,3,,69,69706,69706,0
3,3,,69,69706,69706,0
2,3,,69,69706,69706,0
4,3,,69,69706,69706,0
21,3,,69,69706,69706,0
0,3,,69,69706,69706,0
20,3,,69,69706,69706,0
33,3,,69,69706,69706,0
18,3,,69,69706,69706,0
11,3,,69,69706,69706,0
13,3,,69,69706,69706,0
24,3,,69,69706,69706,0
34,3,,69,69706,69706,0
9,3,,69,69706,69706,0
27,3,,69,69706,69706,0
32,3,,69,69706,69706,0
10,3,,69,69706,69706,0
26,3,,69,69706,69706,0
31,3,,69,69706,69706,0
29,3,,69,69706,69706,0
8,3,,69,69706,69706,0
6,3,,69,69706,69706,0
22,3,,69,69706,69706,0
1,3,,69,69706,69706,0
30,3,,69,69706,69706,0
12,3,,68,69706,69706,0
25,3,,69,69706,69706,0
19,3,,69,69706,69706,0
28,3,,69,69706,69706,0
23,3,,69,69706,69706,0
5,3,,69,69706,69706,0
14,3,,69,69706,69706,0
16,3,,69,69706,69706,0
17,3,,69,69706,69706,0
7,3,,69,69706,69706,0
15,3,,69,69706,69706,0
3,3,,69,69706,69706,0
2,3,,69,69706,69706,0
4,3,,69,69706,69706,0
21,3,,69,69706,69706,0
0,3,,69,69706,69706,0
20,3,,69,69706,69706,0
33,3,,69,69706,69706,0
18,3,,69,69706,69706,0
11,3,,69,69706,69706,0
13,3,,69,69706,69706,0
24,3,,69,69706,69706,0
34,3,,69,69706,69706,0
9,3,,69,69706,69706,0
27,3,,69,69706,69706,0
32,3,,69,69706,69706,0
10,3,,69,69706,69706,0
26,3,,69,69706,69706,0
31,3,,69,69706,69706,0
29,3,,69,69706,69706,0
8,3,,69,69706,69706,0
6,3,,69,69706,69706,0
22,3,,69,69706,69706,0
1,3,,69,69706,69706,0
30,3,,69,69706,69706,0
12,3,,68,69706,69706,0
25,3,,69,69706,69706,0
19,3,,69,69706,69706,0
28,3,,69,69706,69706,0
23,3,,69,69706,69706,0
5,3,,69,69706,69706,0
14,3,,69,69706,69706,0
16,3,,69,69706,69706,0
17,3,,69,69706,69706,0
7,3,,69,69706,69706,0
15,3,,69,69706,69706,0
3,3,,69,69706,69706,0
2,3,,69,69706,69706,0
4,3,,69,69706,69706,0
21,3,,69,69706,69706,0
0,3,,69,69706,69706,0
20,3,,69,69706,69706,0
33,3,,69,69706,69706,0
18,3,,69,69706,69706,0
11,3,,69,69706,69706,0
13,3,,69,69706,69706,0
24,3,,69,69706,69706,0
34,3,,69,69706,69706,0
9,3,,69,69706,69706,0
27,3,,69,69706,69706,0
32,3,,69,69706,69706,0
10,3,,69,69706,69706,0
26,3,,69,69706,69706,0
31,3,,69,69706,69706,0
29,3,,69,69706,69706,0
8,3,,69,69706,69706,0
6,3,,69,69706,69706,0
22,3,,69,69706,69706,0
1,3,,69,69706,69706,0
30,3,,69,69706,69706,0
12,3,,68,69706,69706,0
25,3,,69,69706,69706,0
19,3,,69,69706,69706,0
28,3,,69,69706,69706,0
23,3,,69,69706,69706,0
5,3,,69,69706,69706,0
14,3,,69,69706,69706,0
16,3,,69,69706,69706,0
17,3,,69,69706,69706,0
7,3,,69,69706,69706,0
15,3,,69,69706,69706,0
3,3,,69,69706,69706,0
2,3,,69,69706,69706,0
4,3,,69,69706,69706,0
21,3,,69,69706,69706,0
0,3,,69,69706,69706,0
20,3,,69,69706,69706,0
33,3,,69,69706,69706,0
18,3,,69,69706,69706,0
11,3,,69,69706,69706,0
13,3,,69,69706,69706,0
24,3,,69,69706,69706,0
34,3,,69,69706,69706,0
9,3,,69,69706,69706,0
27,3,,69,69706,69706,0
32,3,,69,69706,69706,0
10,3,,69,69706,69706,0
26,3,,69,69706,69706,0
31,3,,69,69706,69706,0
32,4,,69,69706,69706,0
21,4,,69,69706,69706,0
5,4,,69,69706,69706,0
15,4,,69,69706,69706,0
25,4,,69,69706,69706,0
12,4,,68,69706,69706,0
17,4,,69,69706,69706,0
8,4,,69,69706,69706,0
18,4,,69,69706,69706,0
30,4,,69,69706,69706,0
19,4,,69,69706,69706,0
11,4,,69,69706,69706,0
2,4,,69,69706,69706,0
1,4,,69,69706,69706,0
0,4,,69,69706,69706,0
28,4,,69,69706,69706,0
16,4,,69,69706,69706,0
4,4,,69,69706,69706,0
34,4,,69,69706,69706,0
26,4,,69,69706,69706,0
20,4,,69,69706,69706,0
22,4,,69,69706,69706,0
24,4,,69,69706,69706,0
31,4,,69,69706,69706,0
29,4,,69,69706,69706,0
7,4,,69,69706,69706,0
10,4,,69,69706,69706,0
6,4,,69,69706,69706,0
14,4,,69,69706,69706,0
3,4,,69,69706,69706,0
23,4,,69,69706,69706,0
33,4,,69,69706,69706,0
9,4,,69,69706,69706,0
27,4,,69,69706,69706,0
13,4,,69,69706,69706,0
32,4,,69,69706,69706,0
21,4,,69,69706,69706,0
5,4,,69,69706,69706,0
15,4,,69,69706,69706,0
25,4,,69,69706,69706,0
12,4,,68,69706,69706,0
17,4,,69,69706,69706,0
8,4,,69,69706,69706,0
18,4,,69,69706,69706,0
30,4,,69,69706,69706,0
19,4,,69,69706,69706,0
11,4,,69,69706,69706,0
2,4,,69,69706,69706,0
1,4,,69,69706,69706,0
0,4,,69,69706,69706,0
28,4,,69,69706,69706,0
16,4,,69,69706,69706,0
4,4,,69,69706,69706,0
34,4,,69,69706,69706,0
26,4,,69,69706,69706,0
20,4,,69,69706,69706,0
22,4,,69,69706,69706,0
24,4,,69,69706,69706,0
31,4,,69,69706,69706,0
29,4,,69,69706,69706,0
7,4,,69,69706,69706,0
10,4,,69,69706,69706,0
6,4,,69,69706,69706,0
14,4,,69,69706,69706,0
3,4,,69,69706,69706,0
23,4,,69,69706,69706,0
33,4,,69,69706,69706,0
9,4,,69,69706,69706,0
27,4,,69,69706,69706,0
13,4,,69,69706,69706,0
32,4,,69,69706,69706,0
21,4,,69,69706,69706,0
5,4,,69,69706,69706,0
15,4,,69,69706,69706,0
25,4,,69,69706,69706,0
12,4,,68,69706,69706,0
17,4,,69,69706,69706,0
8,4,,69,69706,69706,0
18,4,,69,69706,69706,0
30,4,,69,69706,69706,0
19,4,,69,69706,69706,0
11,4,,69,69706,69706,0
2,4,,69,69706,69706,0
1,4,,69,69706,69706,0
0,4,,69,69706,69706,0
28,4,,69,69706,69706,0
16,4,,69,69706,69706,0
4,4,,69,69706,69706,0
34,4,,69,69706,69706,0
26,4,,69,69706,69706,0
20,4,,69,69706,69706,0
22,4,,69,69706,69706,0
24,4,,69,69706,69706,0
31,4,,69,69706,69706,0
29,4,,69,69706,69706,0
7,4,,69,69706,69706,0
10,4,,69,69706,69706,0
6,4,,69,69706,69706,0
14,4,,69,69706,69706,0
3,4,,69,69706,69706,0
23,4,,69,69706,69706,0
33,4,,69,69706,69706,0
9,4,,69,69706,69706,0
27,4,,69,69706,69706,0
13,4,,69,69706,69706,0
32,4,,69,69706,69706,0
21,4,,69,69706,69706,0
5,4,,69,69706,69706,0
15,4,,69,69706,69706,0
25,4,,69,69706,69706,0
12,4,,68,69706,69706,0
17,4,,69,69706,69706,0
8,4,,69,69706,69706,0
18,4,,69,69706,69706,0
30,4,,69,69706,69706,0
19,4,,69,69706,69706,0
11,4,,69,69706,69706,0
2,4,,69,69706,69706,0
1,4,,69,69706,69706,0
0,4,,69,69706,69706,0
28,4,,69,69706,69706,0
16,4,,69,69706,69706,0
4,4,,69,69706,69706,0
34,4,,69,69706,69706,0
26,4,,69,69706,69706,0
20,4,,69,69706,69706,0
22,4,,69,69706,69706,0
24,4,,69,69706,69706,0
31,4,,69,69706,69706,0
29,4,,69,69706,69706,0
7,4,,69,69706,69706,0
10,4,,69,69706,69706,0
6,4,,69,69706,69706,0
14,4,,69,69706,69706,0
3,4,,69,69706,69706,0
23,4,,69,69706,69706,0
33,4,,69,69706,69706,0
9,4,,69,69706,69706,0
27,4,,69,69706,69706,0
13,4,,69,69706,69706,0
0,5,,69,69706,69706,0
10,5,,69,69706,69706,0
32,5,,69,69706,69706,0
33,5,,69,69706,69706,0
15,5,,69,69706,69706,0
9,5,,69,69706,69706,0
28,5,,69,69706,69706,0
17,5,,69,69706,69706,0
21,5,,69,69706,69706,0
7,5,,69,69706,69706,0
22,5,,69,69706,69706,0
20,5,,69,69706,69706,0
24,5,,69,69706,69706,0
19,5,,69,69706,69706,0
5,5,,69,69706,69706,0
4,5,,69,69706,69706,0
2,5,,69,69706,69706,0
34,5,,69,69706,69706,0
14,5,,69,69706,69706,0
23,5,,69,69706,69706,0
31,5,,69,69706,69706,0
27,5,,69,69706,69706,0
16,5,,69,69706,69706,0
25,5,,69,69706,69706,0
1,5,,69,69706,69706,0
12,5,,68,69706,69706,0
11,5,,69,69706,69706,0
3,5,,69,69706,69706,0
30,5,,69,69706,69706,0
18,5,,69,69706,69706,0
8,5,,69,69706,69706,0
13,5,,69,69706,69706,0
6,5,,69,69706,69706,0
29,5,,69,69706,69706,0
26,5,,69,69706,69706,0
0,5,,69,69706,69706,0
10,5,,69,69706,69706,0
32,5,,69,69706,69706,0
33,5,,69,69706,69706,0
15,5,,69,69706,69706,0
9,5,,69,69706,69706,0
28,5,,69,69706,69706,0
17,5,,69,69706,69706,0
21,5,,69,69706,69706,0
7,5,,69,69706,69706,0
22,5,,69,69706,69706,0
20,5,,69,69706,69706,0
24,5,,69,69706,69706,0
19,5,,69,69706,69706,0
5,5,,69,69706,69706,0
4,5,,69,69706,69706,0
2,5,,69,69706,69706,0
34,5,,69,69706,69706,0
14,5,,69,69706,69706,0
23,5,,69,69706,69706,0
31,5,,69,69706,69706,0
27,5,,69,69706,69706,0
16,5,,69,69706,69706,0
25,5,,69,69706,69706,0
1,5,,69,69706,69706,0
12,5,,68,69706,69706,0
11,5,,69,69706,69706,0
3,5,,69,69706,69706,0
30,5,,69,69706,69706,0
18,5,,69,69706,69706,0
8,5,,69,69706,69706,0
13,5,,69,69706,69706,0
6,5,,69,69706,69706,0
29,5,,69,69706,69706,0
26,5,,69,69706,69706,0
0,5,,69,69706,69706,0
10,5,,69,69706,69706,0
32,5,,69,69706,69706,0
33,5,,69,69706,69706,0
15,5,,69,69706,69706,0
9,5,,69,69706,69706,0
28,5,,69,69706,69706,0
17,5,,69,69706,69706,0
21,5,,69,69706,69706,0
7,5,,69,69706,69706,0
22,5,,69,69706,69706,0
20,5,,69,69706,69706,0
24,5,,69,69706,69706,0
19,5,,69,69706,69706,0
5,5,,69,69706,69706,0
4,5,,69,69706,69706,0
2,5,,69,69706,69706,0
34,5,,69,69706,69706,0
14,5,,69,69706,69706,0
23,5,,69,69706,69706,0
31,5,,69,69706,69706,0
27,5,,69,69706,69706,0
16,5,,69,69706,69706,0
25,5,,69,69706,69706,0
1,5,,69,69706,69706,0
12,5,,68,69706,69706,0
11,5,,69,69706,69706,0
3,5,,69,69706,69706,0
30,5,,69,69706,69706,0
18,5,,69,69706,69706,0
8,5,,69,69706,69706,0
13,5,,69,69706,69706,0
6,5,,69,69706,69706,0
29,5,,69,69706,69706,0
26,5,,69,69706,69706,0
0,5,,69,69706,69706,0
10,5,,69,69706,69706,0
32,5,,69,69706,69706,0
33,5,,69,69706,69706,0
15,5,,69,69706,69706,0
9,5,,69,69706,69706,0
28,5,,69,69706,69706,0
17,5,,69,69706,69706,0
21,5,,69,69706,69706,0
7,5,,69,69706,69706,0
22,5,,69,69706,69706,0
20,5,,69,69706,69706,0
24,5,,69,69706,69706,0
19,5,,69,69706,69706,0
5,5,,69,69706,69706,0
4,5,,69,69706,69706,0
2,5,,69,69706,69706,0
34,5,,69,69706,69706,0
14,5,,69,69706,69706,0
23,5,,69,69706,69706,0
31,5,,69,69706,69706,0
27,5,,69,69706,69706,0
16,5,,69,69706,69706,0
25,5,,69,69706,69706,0
1,5,,69,69706,69706,0
12,5,,68,69706,69706,0
11,5,,69,69706,69706,0
3,5,,69,69706,69706,0
30,5,,69,69706,69706,0
18,5,,69,69706,69706,0
8,5,,69,69706,69706,0
13,5,,69,69706,69706,0
6,5,,69,69706,69706,0
29,5,,69,69706,69706,0
26,5,,69,69706,69706,0
11,6,,69,69706,69706,0
28,6,,69,69706,69706,0
25,6,,69,69706,69706,0
18,6,,69,69706,69706,0
17,6,,69,69706,69706,0
7,6,,69,69706,69706,0
34,6,,69,69706,69706,0
14,6,,69,69706,69706,0
30,6,,69,69706,69706,0
23,6,,69,69706,69706,0
13,6,,69,69706,69706,0
8,6,,69,69706,69706,0
4,6,,69,69706,69706,0
0,6,,69,69706,69706,0
5,6,,69,69706,69706,0
15,6,,69,69706,69706,0
3,6,,69,69706,69706,0
24,6,,69,69706,69706,0
27,6,,69,69706,69706,0
26,6,,69,69706,69706,0
2,6,,69,69706,69706,0
1,6,,69,69706,69706,0
9,6,,69,69706,69706,0
20,6,,69,69706,69706,0
21,6,,69,69706,69706,0
6,6,,69,69706,69706,0
16,6,,69,69706,69706,0
19,6,,69,69706,69706,0
33,6,,69,69706,69706,0
22,6,,69,69706,69706,0
29,6,,69,69706,69706,0
12,6,,68,69706,69706,0
32,6,,69,69706,69706,0
10,6,,69,69706,69706,0
31,6,,69,69706,69706,0
11,6,,69,69706,69706,0
28,6,,69,69706,69706,0
25,6,,69,69706,69706,0
18,6,,69,69706,69706,0
17,6,,69,69706,69706,0
7,6,,69,69706,69706,0
34,6,,69,69706,69706,0
14,6,,69,69706,69706,0
30,6,,69,69706,69706,0
23,6,,69,69706,69706,0
13,6,,69,69706,69706,0
8,6,,69,69706,69706,0
4,6,,69,69706,69706,0
0,6,,69,69706,69706,0
5,6,,69,69706,69706,0
15,6,,69,69706,69706,0
3,6,,69,69706,69706,0
24,6,,69,69706,69706,0
27,6,,69,69706,69706,0
26,6,,69,69706,69706,0
2,6,,69,69706,69706,0
1,6,,69,69706,69706,0
9,6,,69,69706,69706,0
20,6,,69,69706,69706,0
21,6,,69,69706,69706,0
6,6,,69,69706,69706,0
16,6,,69,69706,69706,0
19,6,,69,69706,69706,0
33,6,,69,69706,69706,0
22,6,,69,69706,69706,0
29,6,,69,69706,69706,0
12,6,,68,69706,69706,0
32,6,,69,69706,69706,0
10,6,,69,69706,69706,0
31,6,,69,69706,69706,0
11,6,,69,69706,69706,0
28,6,,69,69706,69706,0
25,6,,69,69706,69706,0
18,6,,69,69706,69706,0
17,6,,69,69706,69706,0
7,6,,69,69706,69706,0
34,6,,69,69706,69706,0
14,6,,69,69706,69706,0
30,6,,69,69706,69706,0
23,6,,69,69706,69706,0
13,6,,69,69706,69706,0
8,6,,69,69706,69706,0
4,6,,69,69706,69706,0
0,6,,69,69706,69706,0
5,6,,69,69706,69706,0
15,6,,69,69706,69706,0
3,6,,69,69706,69706,0
24,6,,69,69706,69706,0
27,6,,69,69706,69706,0
26,6,,69,69706,69706,0
2,6,,69,69706,69706,0
1,6,,69,69706,69706,0
9,6,,69,69706,69706,0
20,6,,69,69706,69706,0
21,6,,69,69706,69706,0
6,6,,69,69706,69706,0
16,6,,69,69706,69706,0
19,6,,69,69706,69706,0
33,6,,69,69706,69706,0
22,6,,69,69706,69706,0
29,6,,69,69706,69706,0
12,6,,68,69706,69706,0
32,6,,69,69706,69706,0
10,6,,69,69706,69706,0
31,6,,69,69706,69706,0
11,6,,69,69706,69706,0
28,6,,69,69706,69706,0
25,6,,69,69706,69706,0
18,6,,69,69706,69706,0
17,6,,69,69706,69706,0
7,6,,69,69706,69706,0
34,6,,69,69706,69706,0
14,6,,69,69706,69706,0
30,6,,69,69706,69706,0
23,6,,69,69706,69706,0
13,6,,69,69706,69706,0
8,6,,69,69706,69706,0
4,6,,69,69706,69706,0
0,6,,69,69706,69706,0
5,6,,69,69706,69706,0
15,6,,69,69706,69706,0
3,6,,69,69706,69706,0
24,6,,69,69706,69706,0
27,6,,69,69706,69706,0
26,6,,69,69706,69706,0
2,6,,69,69706,69706,0
1,6,,69,69706,69706,0
9,6,,69,69706,69706,0
20,6,,69,69706,69706,0
21,6,,69,69706,69706,0
6,6,,69,69706,69706,0
16,6,,69,69706,69706,0
19,6,,69,69706,69706,0
33,6,,69,69706,69706,0
22,6,,69,69706,69706,0
29,6,,69,69706,69706,0
12,6,,68,69706,69706,0
32,6,,69,69706,69706,0
10,6,,69,69706,69706,0
31,6,,69,69706,69706,0
34,7,,69,69706,69706,0
30,7,,69,69706,69706,0
3,7,,69,69706,69706,0
6,7,,69,69706,69706,0
9,7,,69,69706,69706,0
17,7,,69,69706,69706,0
5,7,,69,69706,69706,0
0,7,,69,69706,69706,0
4,7,,69,69706,69706,0
29,7,,69,69706,69706,0
12,7,,68,69706,69706,0
22,7,,69,69706,69706,0
24,7,,69,69706,69706,0
10,7,,69,69706,69706,0
26,7,,69,69706,69706,0
31,7,,69,69706,69706,0
25,7,,69,69706,69706,0
20,7,,69,69706,69706,0
1,7,,69,69706,69706,0
15,7,,69,69706,69706,0
13,7,,69,69706,69706,0
7,7,,69,69706,69706,0
19,7,,69,69706,69706,0
28,7,,69,69706,69706,0
23,7,,69,69706,69706,0
18,7,,69,69706,69706,0
14,7,,69,69706,69706,0
11,7,,69,69706,69706,0
21,7,,69,69706,69706,0
2,7,,69,69706,69706,0
27,7,,69,69706,69706,0
33,7,,69,69706,69706,0
16,7,,69,69706,69706,0
32,7,,69,69706,69706,0
8,7,,69,69706,69706,0
34,7,,69,69706,69706,0
30,7,,69,69706,69706,0
3,7,,69,69706,69706,0
6,7,,69,69706,69706,0
9,7,,69,69706,69706,0
17,7,,69,69706,69706,0
5,7,,69,69706,69706,0
0,7,,69,69706,69706,0
4,7,,69,69706,69706,0
29,7,,69,69706,69706,0
12,7,,68,69706,69706,0
22,7,,69,69706,69706,0
24,7,,69,69706,69706,0
10,7,,69,69706,69706,0
26,7,,69,69706,69706,0
31,7,,69,69706,69706,0
25,7,,69,69706,69706,0
20,7,,69,69706,69706,0
